model,task,replicate,metric,value
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,trainer/loss,0.0012118089944124222
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,epoch,8
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,val/mcc,0.6394586364302451
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,val/loss,0.833044707775116
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,timer/epoch,29.022330284118652
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,train/mcc,0.9979894685129171
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,train/loss,0.004084937274456024
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,test/mcc,0.6867922787545012
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,test/loss,0.4874909818172455
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,2,wandb,runtime, 600
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,timer/validation,1.195420265197754
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,timestamp,1715694972.7129223
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,runtime,602.0829782485962
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,timer/step,0.1956779956817627
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,trainer/loss,0.0016032224521040916
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,epoch,4
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,val/mcc,0.6347947514996701
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,val/loss,0.8612417578697205
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,timer/epoch,29.10440421104431
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,train/mcc,0.9985496581154936
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,train/loss,0.0032351291738450527
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,test/mcc,0.6784792367396408
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,test/loss,0.42400944232940674
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,3,wandb,runtime, 601
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,timer/validation,1.2238147258758545
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,timestamp,1715695591.4616203
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,runtime,601.9635002613068
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,timer/step,0.19635558128356934
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,trainer/loss,0.032115355134010315
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,epoch,6
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,val/mcc,0.6791812562999291
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,val/loss,0.7353392243385315
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,timer/epoch,29.154515743255615
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,train/mcc,0.997208833555312
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,train/loss,0.005455767270177603
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,test/mcc,0.6667993812867583
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,test/loss,0.47210219502449036
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,4,wandb,runtime, 601
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,timer/validation,1.2049615383148193
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,timestamp,1715696228.4628878
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,runtime,610.0678687095642
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,timer/step,0.19571137428283691
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,trainer/loss,0.00341132003813982
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,epoch,4
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,val/mcc,0.634364283343768
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,val/loss,0.922633945941925
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,timer/epoch,29.14761209487915
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,train/mcc,0.997988459994555
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,train/loss,0.004643728490918875
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,test/mcc,0.690982309544658
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,test/loss,0.41304877400398254
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,5,wandb,runtime, 609
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,timer/validation,1.204477310180664
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,timestamp,1715696848.0071225
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,runtime,601.9092996120453
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,timer/step,0.19497466087341309
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,trainer/loss,0.00198496226221323
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,epoch,5
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,val/mcc,0.6513175349684713
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,val/loss,0.8340430855751038
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,timer/epoch,29.11888098716736
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,train/mcc,0.9982180403594464
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,train/loss,0.005395516287535429
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,test/mcc,0.6667645041276822
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,test/loss,0.43261903524398804
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,6,wandb,runtime, 601
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,timer/validation,1.2024877071380615
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,timestamp,1715697464.6467683
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,runtime,601.5744054317474
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,timer/step,0.19482922554016113
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,trainer/loss,0.002904267981648445
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,epoch,7
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,val/mcc,0.6681710718559901
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,val/loss,0.7951403856277466
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,timer/epoch,29.095516204833984
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,train/mcc,0.9984451634508489
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,train/loss,0.003523115999996662
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,test/mcc,0.6633847704313726
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,test/loss,0.5102494955062866
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,7,wandb,runtime, 600
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,timer/validation,1.206970453262329
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,timestamp,1715698083.2454777
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,runtime,603.4973216056824
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,timer/step,0.1955883502960205
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,trainer/loss,0.0034497175365686417
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,epoch,15
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,val/mcc,0.6717493845996504
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,val/loss,0.7684890627861023
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,timer/epoch,29.220834255218506
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,train/mcc,0.9966326601812796
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,train/loss,0.006176083814352751
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,test/mcc,0.6749958969388166
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,test/loss,0.638422966003418
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,8,wandb,runtime, 602
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,timer/validation,1.2105534076690674
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,timestamp,1715698703.6189594
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,runtime,604.3044555187225
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,step,1202
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,timer/step,0.19699621200561523
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,trainer/globalstep,2800
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,trainer/lr/pg1,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,trainer/lr/pg2,2.4660460857752823e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,trainer/loss,0.0018837656825780869
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,epoch,9
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,val/mcc,0.6692129196479761
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,val/loss,0.7328693270683289
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,timer/epoch,29.17740488052368
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,train/mcc,0.9982125534053925
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,train/loss,0.004156583454459906
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,test/mcc,0.6776868633726293
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,test/loss,0.5395112633705139
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_acceptors,9,wandb,runtime, 603
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,timer/validation,0.992356538772583
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,timestamp,1715693097.1945539
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,runtime,450.2129707336426
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,step,1594
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,timer/step,0.10556912422180176
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,trainer/globalstep,3780
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,trainer/lr/pg1,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,trainer/lr/pg2,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,trainer/loss,0.0019762665033340454
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,epoch,12
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,val/mcc,0.6484605681616941
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,val/loss,1.1610760688781738
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,timer/epoch,21.58092451095581
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,train/mcc,0.9988859247990836
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,train/loss,0.0044173444621264935
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,test/mcc,0.04649805130369664
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,test/loss,0.9334404468536377
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,10,wandb,runtime, 449
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,timer/validation,0.9730100631713867
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,timestamp,1715688853.9867866
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,runtime,457.3219006061554
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,step,1594
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,timer/step,0.10587382316589355
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,trainer/globalstep,3780
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,trainer/lr/pg1,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,trainer/lr/pg2,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,trainer/loss,0.0024970639497041702
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,epoch,18
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,val/mcc,0.5971157007810001
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,val/loss,1.2534323930740356
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,timer/epoch,21.613163948059082
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,train/mcc,0.997832671947178
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,train/loss,0.007638358045369387
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,test/mcc,0.04633123481409048
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,test/loss,1.2589956521987915
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,1,wandb,runtime, 455
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,timer/validation,0.9657623767852783
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,timestamp,1715689329.656711
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,runtime,458.2973539829254
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,step,1594
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,timer/step,0.10854196548461914
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,trainer/globalstep,3780
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,trainer/lr/pg1,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,trainer/lr/pg2,2.4806846058533853e-05
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,trainer/loss,0.0031792689114809036
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,trainer/epoch,19.0
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,epoch,11
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,val/mcc,0.5518957456087136
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,val/loss,1.4819352626800537
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,timer/epoch,21.691195011138916
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,train/mcc,0.9960335077074668
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,train/loss,0.01471538282930851
mamba_char_4k_d256_8L_LR-2e-4_BATCH_SIZE-128_RC_AUG-true,splice_sites_all,2,test/mcc,0.03879514585150883
