model,task,replicate,metric,value
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,val/mcc,0.4443037378184871
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/mcc,0.01580395454154229
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/mcc,0.9762424564830113
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timer/step,0.43097829818725586
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/loss,0.5167894959449768
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/loss,0.04215095564723015
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,timer/validation,2.188915967941284
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,step,669
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,test/accuracy,0.7363269925117493
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,train/accuracy,0.9881207346916199
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,trainer/globalstep,730
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,2,wandb,runtime, 715
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/loss,0.031184161081910133
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/lr/pg2,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,test/mcc,0.014898683654309573
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/loss,1.0579795837402344
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,test/loss,0.5206881761550903
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/mcc,0.981389854885501
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/step,0.4305107593536377
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/loss,0.03555651009082794
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,test/accuracy,0.7373344898223877
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/globalstep,730
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,epoch,1
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/mcc,0.42010177157307105
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,runtime,721.1553783416748
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/epoch,32.982956647872925
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,val/accuracy,0.710311770439148
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/lr/pg1,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,step,669
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,train/accuracy,0.990689218044281
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timer/validation,2.183544635772705
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,timestamp,1715739596.8887262
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,3,wandb,runtime, 718
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,val/loss,1.0809885263442993
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,test/loss,0.5621253252029419
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,val/accuracy,0.7035971283912659
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,test/accuracy,0.7317213416099548
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,step,669
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,val/mcc,0.4091833115221243
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,runtime,710.2878601551056
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,trainer/lr/pg1,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,trainer/globalstep,730
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,timer/validation,2.189541816711426
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,epoch,3
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,trainer/loss,0.03353002294898033
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,train/accuracy,0.9920269846916199
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,trainer/lr/pg2,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,test/mcc,0.014237838024232835
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,train/loss,0.032579902559518814
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,timer/epoch,32.952523946762085
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,train/mcc,0.9840519178616903
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,timestamp,1715739967.0400882
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,timer/step,0.43145227432250977
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,4,wandb,runtime, 707
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,val/mcc,0.4380356957997939
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,runtime,708.7848219871521
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,timer/epoch,32.96476602554321
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,trainer/loss,0.10822056978940964
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,trainer/globalstep,730
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,test/mcc,0.015164826692933751
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,train/mcc,0.957970885926202
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,val/accuracy,0.7170263528823853
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,test/accuracy,0.7403569221496582
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,trainer/lr/pg2,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,val/loss,0.9385076761245728
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,timestamp,1715740337.400879
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,train/accuracy,0.978970468044281
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,trainer/lr/pg1,0.0003223842509242106
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,timer/validation,2.1881964206695557
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,step,669
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,epoch,1
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,test/loss,0.518150806427002
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,timer/step,0.43072962760925293
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,train/loss,0.06909118592739105
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_cohn,5,wandb,runtime, 705
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,epoch,9
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,timestamp,1715740580.8018363
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,train/loss,0.060572415590286255
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,trainer/loss,0.10041563957929611
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,trainer/lr/pg1,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,timer/validation,6.220829725265503
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,step,3565
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,val/loss,0.39667949080467224
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,test/loss,0.39531272649765015
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,timer/epoch,184.75570130348206
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,test/accuracy,0.8920245170593262
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,train/accuracy,0.9806842803955078
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,test/mcc,0.006973781571429628
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,timer/step,0.41577649116516113
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,val/accuracy,0.8915886282920837
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,val/mcc,0.7840669326148415
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,runtime,4153.55969619751
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,train/mcc,0.9614078415931645
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,trainer/lr/pg2,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,trainer/globalstep,4350
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,1,wandb,runtime, 4150
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,epoch,9
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,timer/epoch,184.90541434288025
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,trainer/globalstep,4350
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,timer/validation,6.21877384185791
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,val/loss,0.3839152753353119
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,timestamp,1715742546.9205801
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,timer/step,0.4157552719116211
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,trainer/loss,0.10998597741127014
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,trainer/lr/pg1,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,val/accuracy,0.8891669511795044
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,test/accuracy,0.8847271800041199
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,val/mcc,0.7787611923471442
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,runtime,3940.9120700359344
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,test/mcc,0.006528058137869157
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,test/loss,0.4005354642868042
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,train/loss,0.09807867556810379
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,train/accuracy,0.9669809341430664
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,step,3565
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,train/mcc,0.9340406089552123
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,trainer/lr/pg2,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,2,wandb,runtime, 3937
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,step,3565
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,runtime,3915.6754899024963
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,test/mcc,0.006263649147363321
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,trainer/loss,0.03915917128324509
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,train/accuracy,0.9835308790206909
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,trainer/lr/pg2,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,val/mcc,0.7842199323854772
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,val/loss,0.4002230167388916
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,train/mcc,0.9671118938365276
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,timer/epoch,184.78882384300232
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,test/accuracy,0.892412006855011
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,timer/validation,6.265506029129028
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,epoch,9
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,test/loss,0.4066416025161743
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,timer/step,0.4156508445739746
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,train/loss,0.050750426948070526
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,val/accuracy,0.8919922709465027
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,timestamp,1715744488.6355739
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,trainer/lr/pg1,0.000264421429346651
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,trainer/globalstep,4350
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,3,wandb,runtime, 3912
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,val/loss,0.3312073349952698
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,timer/step,0.4155550003051758
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,timer/epoch,184.80951976776123
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,train/accuracy,0.9074622988700867
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,trainer/lr/pg2,0.00060268877749032
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,runtime,2357.8275425434113
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,train/mcc,0.8158720113005284
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,train/loss,0.23358240723609924
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,val/accuracy,0.8697126507759094
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,trainer/epoch,6.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,trainer/globalstep,2799
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,epoch,6
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,timestamp,1715745748.6993215
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,trainer/loss,0.20575256645679474
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,val/mcc,0.7399716093583835
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,trainer/lr/pg1,0.00060268877749032
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,timer/validation,2.6986167430877686
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,4,step,2153
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_enhancers_ensembl,5,wandb,runtime, 15
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,trainer/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,epoch,0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,timer/step,0.4145066738128662
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,train/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,train/accuracy,0.37776273488998413
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,timer/validation,11.975125312805176
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,runtime,7711.457556247711
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,test/loss,1.0479882955551147
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,val/accuracy,0.3809812068939209
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,train/mcc,0.12303166769643942
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,timestamp,1715743084.4371362
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,timer/epoch,344.68806648254395
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,test/accuracy,0.6260807514190674
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,trainer/lr/pg1,0.00026383452720118197
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,val/mcc,0.12657281060181802
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,val/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,trainer/lr/pg2,0.00026383452720118197
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,step,6589
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,test/mcc,0.0033092098043005264
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,trainer/globalstep,8130
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,1,wandb,runtime, 7708
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,train/mcc,0.5236013877425074
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,trainer/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,val/accuracy,0.6812621355056763
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,train/accuracy,0.6819985508918762
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,timer/validation,4.986486196517944
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,val/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,timer/step,0.4148843288421631
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,trainer/epoch,9.0
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,val/mcc,0.5227960042074871
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,timestamp,1715746499.012926
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,train/loss,NaN
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,trainer/lr/pg1,0.00029582220039603673
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,trainer/lr/pg2,0.00029582220039603673
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,trainer/globalstep,7809
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,step,6289
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,epoch,9
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,runtime,6795.38455414772
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,2,timer/epoch,344.26926708221436
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,3,wandb,runtime, 55
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,4,wandb,runtime, 50
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_ensembl_regulatory,5,wandb,runtime, 38
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,test/loss,0.12585124373435974
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,val/accuracy,0.9616236090660095
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,train/accuracy,0.9982730150222778
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,step,845
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,runtime,1431.6416919231415
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,val/mcc,0.9239588516589814
mamba_char_4k_d256_8L_lr-1e-3_batch_size-256_rc_aug-true,human_nontata_promoters,1,val/loss,0.14476457238197327
